date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links,match_name,home_name,away_name
21/12/2020,8:00 PM,Stamford Bridge,h,0,12,3,14,0,53.7,46.3,11,6,7,0,3,4,1,2,83.1,77.4,5,0,5,4,0,4,56.3,80,49,51,0,4,11,6,0,0,0,0,https://www.skysports.com/football/chelsea-vs-west-ham-united/stats/428969,chelsea-vs-west-ham-united,chelsea,west-ham-united
21/12/2020,5:30 PM,Turf Moor,h,0,23,2,13,1,36.4,63.6,10,15,4,3,5,5,1,7,66.2,82.9,1,0,1,7,1,2,57.1,45.5,60,40,2,2,11,15,2,1,0,0,https://www.skysports.com/football/burnley-vs-wolverhampton-wanderers/stats/428968,burnley-vs-wolverhampton-wanderers,burnley,wolverhampton-wanderers
20/12/2020,7:15 PM,The Hawthorns,a,0,24,0,7,3,32.7,67.3,1,19,1,10,0,6,0,3,67.4,85.6,0,2,1,7,1,4,60,63.6,39.6,60.4,7,1,14,8,1,2,1,0,https://www.skysports.com/football/west-bromwich-albion-vs-aston-villa/stats/428976,west-bromwich-albion-vs-aston-villa,west-bromwich-albion,aston-villa
20/12/2020,4:30 PM,Old Trafford,h,0,3,6,19,2,41.5,58.5,26,17,14,4,6,6,6,7,77.1,83.3,5,2,11,13,2,4,63.2,56.3,48.6,51.4,2,8,6,6,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-leeds-united/stats/428972,manchester-united-vs-leeds-united,manchester-united,leeds-united
20/12/2020,2:15 PM,8 Stadium,a,0,8,0,18,2,56.4,43.6,8,17,3,4,4,6,1,7,78.8,79.1,1,0,5,3,2,4,60,73.7,55.6,44.4,3,3,15,14,2,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/stats/428975,tottenham-hotspur-vs-leicester-city,tottenham-hotspur,leicester-city
20/12/2020,12:00 PM,Amex Stadium,d,0,6,1,25,1,73.5,26.5,21,5,5,3,8,2,8,0,85,64,2,1,14,2,1,2,25,75,46,54,2,3,9,11,1,5,0,1,https://www.skysports.com/football/brighton-and-hove-albion-vs-sheffield-united/stats/428967,brighton-and-hove-albion-vs-sheffield-united,brighton-and-hove-albion,sheffield-united
19/12/2020,8:00 PM,"St James' Park, Newcastle",d,0,4,1,10,1,49.5,50.5,12,11,5,4,5,4,2,3,81.3,82.1,0,2,2,9,1,0,75,57.1,57.9,42.1,4,4,7,17,1,3,0,1,https://www.skysports.com/football/newcastle-united-vs-fulham/stats/428973,newcastle-united-vs-fulham,newcastle-united,fulham
19/12/2020,5:30 PM,Goodison Park,h,0,17,2,2,1,42.2,57.8,9,13,2,2,4,7,3,4,80.8,88.7,1,0,4,3,1,0,50,66.7,58.3,41.7,1,1,9,9,1,3,0,0,https://www.skysports.com/football/everton-vs-arsenal/stats/428971,everton-vs-arsenal,everton,arsenal
19/12/2020,3:00 PM,St. Mary's Stadium,a,0,20,0,1,1,48.3,51.7,9,11,3,5,3,4,3,2,81.9,85.2,0,1,6,6,3,2,50,50,39.1,60.9,4,3,9,11,2,2,0,0,https://www.skysports.com/football/southampton-vs-manchester-city/stats/428974,southampton-vs-manchester-city,southampton,manchester-city
19/12/2020,12:30 PM,Selhurst Park,a,0,11,0,5,7,35.3,64.7,5,14,3,8,2,4,0,2,75.6,87.3,1,5,5,4,7,0,70,68.4,58.3,41.7,0,3,5,11,1,0,0,0,https://www.skysports.com/football/crystal-palace-vs-liverpool/stats/428970,crystal-palace-vs-liverpool,crystal-palace,liverpool
17/12/2020,8:00 PM,Bramall Lane,a,0,25,2,3,3,40.7,59.3,12,14,6,8,5,4,1,2,73.7,83.1,1,1,6,3,2,4,73.7,62.5,48.7,51.3,4,4,17,8,3,2,0,0,https://www.skysports.com/football/sheffield-united-vs-manchester-united/stats/428962,sheffield-united-vs-manchester-united,sheffield-united,manchester-united
17/12/2020,6:00 PM,Villa Park,d,0,7,0,23,0,59.1,40.9,27,6,7,4,11,2,9,0,72.9,60.8,0,0,11,1,1,2,66.7,52.6,52.8,47.2,4,6,17,19,1,1,0,0,https://www.skysports.com/football/aston-villa-vs-burnley/stats/428958,aston-villa-vs-burnley,aston-villa,burnley
16/12/2020,8:00 PM,Anfield,h,0,5,2,8,1,75.8,24.2,17,8,11,2,1,6,5,0,88.3,61.4,0,3,7,4,2,0,66.7,53.8,55.9,44.1,1,9,8,9,0,2,0,0,https://www.skysports.com/football/liverpool-vs-tottenham-hotspur/stats/428965,liverpool-vs-tottenham-hotspur,liverpool,tottenham-hotspur
16/12/2020,8:00 PM,Craven Cottage,d,0,10,2,6,1,46.4,53.6,9,9,4,4,3,4,2,1,73.2,72.3,1,2,1,8,1,2,68.8,31.3,46.4,53.6,4,4,15,11,1,0,0,0,https://www.skysports.com/football/fulham-vs-brighton-and-hove-albion/stats/428959,fulham-vs-brighton-and-hove-albion,fulham,brighton-and-hove-albion
16/12/2020,8:00 PM,London Stadium,d,0,14,1,11,1,51.9,48.1,9,8,2,2,7,4,0,2,85.6,77.5,0,2,5,3,0,0,63.2,87,52.6,47.4,1,1,8,12,0,1,0,1,https://www.skysports.com/football/west-ham-united-vs-crystal-palace/stats/428963,west-ham-united-vs-crystal-palace,west-ham-united,crystal-palace
16/12/2020,6:00 PM,The King Power Stadium,a,0,18,0,17,2,61,39,14,11,2,6,4,1,8,4,84.8,77,1,0,4,6,2,2,52.4,53.8,42.9,57.1,4,2,12,9,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-everton/stats/428961,leicester-city-vs-everton,leicester-city,everton
16/12/2020,6:00 PM,Elland Road,h,0,19,5,4,2,68.7,31.3,25,10,10,4,8,5,7,1,83.3,65.9,2,2,7,4,4,2,46.2,37.5,48.6,51.4,2,5,10,13,3,1,0,0,https://www.skysports.com/football/leeds-united-vs-newcastle-united/stats/428960,leeds-united-vs-newcastle-united,leeds-united,newcastle-united
16/12/2020,6:00 PM,Emirates Stadium,d,0,2,1,20,1,35.2,64.8,9,13,4,3,3,8,2,2,77.1,85.9,1,2,2,7,1,1,75,72.7,62.1,37.9,2,4,13,13,1,3,1,0,https://www.skysports.com/football/arsenal-vs-southampton/stats/428957,arsenal-vs-southampton,arsenal,southampton
15/12/2020,8:00 PM,Etihad Stadium,d,0,1,1,24,1,77.2,22.8,26,5,7,1,11,4,8,0,90.2,59.4,3,0,13,2,3,2,36.4,61.5,55.9,44.4,1,7,5,8,2,3,0,0,https://www.skysports.com/football/manchester-city-vs-west-bromwich-albion/stats/428966,manchester-city-vs-west-bromwich-albion,manchester-city,west-bromwich-albion
15/12/2020,6:00 PM,Molineux,h,0,13,2,12,1,45.1,54.9,12,13,4,3,6,6,2,4,80.4,85.8,1,1,5,6,1,0,58.8,42.9,69.2,30.8,2,2,12,12,2,2,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-chelsea/stats/428964,wolverhampton-wanderers-vs-chelsea,wolverhampton-wanderers,chelsea
13/12/2020,7:15 PM,The King Power Stadium,h,0,18,3,6,0,54.1,45.9,15,12,6,4,5,4,4,4,87,81.8,1,1,9,5,4,1,50,56,60,40,4,3,9,10,2,1,0,0,https://www.skysports.com/football/leicester-city-vs-brighton-and-hove-albion/stats/428952,leicester-city-vs-brighton-and-hove-albion,leicester-city,brighton-and-hove-albion
13/12/2020,7:15 PM,Emirates Stadium,a,0,2,0,23,1,64.7,35.3,18,10,6,2,6,5,6,3,82.9,71.7,3,1,13,4,3,3,41.7,58.3,28.6,71.4,2,6,5,11,2,1,1,0,https://www.skysports.com/football/arsenal-vs-burnley/stats/428947,arsenal-vs-burnley,arsenal,burnley
13/12/2020,4:30 PM,Craven Cottage,d,0,10,1,5,1,24.9,75.1,10,12,5,6,4,2,1,4,67.4,86.8,3,2,6,8,2,2,47.1,57.1,61.3,38.7,5,4,9,5,3,1,0,0,https://www.skysports.com/football/fulham-vs-liverpool/stats/428950,fulham-vs-liverpool,fulham,liverpool
13/12/2020,2:15 PM,Selhurst Park,d,0,11,1,8,1,42.9,57.1,16,14,5,6,5,5,6,3,79.4,79.9,1,1,4,7,4,0,72.7,65,68.8,31.3,5,4,15,11,1,1,0,0,https://www.skysports.com/football/crystal-palace-vs-tottenham-hotspur/stats/428948,crystal-palace-vs-tottenham-hotspur,crystal-palace,tottenham-hotspur
